ID,Title,Venue,Year,URL,DOI,OpenReview,Arxiv,Code,Video,Slide,Poster
07411,Distilled One-Shot Federated Learning,arXiv,2021,,,,https://arxiv.org/abs/2009.07999,,,,
07412,"Dispersed Federated Learning: Vision, Taxonomy, and Future Directions",arXiv,2021,,,,https://arxiv.org/abs/2008.05189,,,,
07413,Direct Federated Neural Architecture Search,arXiv,2020,,,,https://arxiv.org/abs/2010.06223,,,,
07414,Differentially-Private Federated Linear Bandits,arXiv,2020,,,,https://arxiv.org/abs/2010.11425,,,,
07415,Differentially Private Secure Multi-Party Computation for Federated Learning in Financial Applications,arXiv,2020,,,,https://arxiv.org/abs/2010.05867,,,,
07416,Differentially private cross-silo federated learning,arXiv,2020,,,,https://arxiv.org/abs/2007.05553,,,,
07418,Design and Analysis of Uplink and Downlink Communications for Federated Learning,arXiv,2020,,,,https://arxiv.org/abs/2012.04057,,,,
07419,Delay Minimization for Federated Learning Over Wireless Communication Networks,arXiv,2020,,,,https://arxiv.org/abs/2007.03462,,,,
07425,Deep Anomaly Detection for Time-Series Data in Industrial IoT: A Communication-Efficient On-Device Federated Learning Approach,IEEE Internet of Things Journal,2021,https://ieeexplore.ieee.org/document/9146846,https://doi.org/10.1109/jiot.2020.3011726,,https://arxiv.org/abs/2007.09712,,,,
07430,Data Poisoning Attacks Against Federated Learning Systems,arXiv,2020,,,,https://arxiv.org/abs/2007.08432,,,,
07431,D2P-Fed: Differentially Private Federated Learning With Efficient Communication,arXiv,2021,,,,https://arxiv.org/abs/2006.13039,,,,
07433,COVID-19 Imaging Data Privacy by Federated Learning Design: A Theoretical Framework,arXiv,2020,,,,https://arxiv.org/abs/2010.06177,,,,
07434,CosSGD: Communication-Efficient Federated Learning with a Simple Cosine-Based Quantization,arXiv,2022,,,,https://arxiv.org/abs/2012.08241,,,,
07437,Convergence of Federated Learning over a Noisy Downlink,arXiv,2020,,,,https://arxiv.org/abs/2008.11141,,,,
07441,Communication-Efficient Robust Federated Learning Over Heterogeneous Datasets,arXiv,2020,,,,https://arxiv.org/abs/2006.09992,,,,
07442,Communication-Efficient Federated Learning via Optimal Client Sampling,arXiv,2020,,,,https://arxiv.org/abs/2007.15197,,,,
07443,Communication-Efficient Federated Distillation,arXiv,2020,,,,https://arxiv.org/abs/2012.00632,,,,
07444,Communication-Computation Efficient Secure Aggregation for Federated Learning,arXiv,2021,,,,https://arxiv.org/abs/2012.05433,,,,
07445,Collaborative Fairness in Federated Learning,arXiv,2020,,,,https://arxiv.org/abs/2008.12161,,,,
07446,Collaborative City Digital Twin For Covid-19 Pandemic: A Federated Learning Solution,arXiv,2020,,,,https://arxiv.org/abs/2011.02883,,,,
07448,Coded Computing for Low-Latency Federated Learning Over Wireless Edge Networks,IEEE Journal on Selected Areas in Communications,2021,https://ieeexplore.ieee.org/document/9252954,https://doi.org/10.1109/jsac.2020.3036961,,https://arxiv.org/abs/2011.06223,,,,
07449,Coded Computing for Federated Learning at the Edge,arXiv,2021,,,,https://arxiv.org/abs/2007.03273,,,,
07450,Cluster-Based Cooperative Digital Over-the-Air Aggregation for Wireless Federated Edge Learning,arXiv,2020,,,,https://arxiv.org/abs/2008.00994,,,,
07451,Client Selection in Federated Learning: Convergence Analysis and Power-of-Choice Selection Strategies,arXiv,2020,,,,https://arxiv.org/abs/2010.01243,,,,
07452,Client Adaptation improves Federated Learning with Simulated Non-IID Clients,arXiv,2020,,,,https://arxiv.org/abs/2007.04806,,,,
07453,CatFedAvg: Optimising Communication-efficiency and Classification Accuracy in Federated Learning,arXiv,2020,,,,https://arxiv.org/abs/2011.07229,,,,
07454,Can Federated Learning Save The Planet?,arXiv,2021,,,,https://arxiv.org/abs/2010.06537,,,,
07455,Byzantine-Robust Variance-Reduced Federated Learning over Distributed Non-i.i.d. Data,arXiv,2021,,,,https://arxiv.org/abs/2009.08161,,,,
07456,Byzantine-Resilient Secure Federated Learning,arXiv,2021,,,,https://arxiv.org/abs/2007.11115,,,,
07457,Byzantine-Resilient High-Dimensional Federated Learning,arXiv,2020,,,,https://arxiv.org/abs/2006.13041,,,,
07458,Budgeted Online Selection of Candidate IoT Clients to Participate in Federated Learning,arXiv,2020,,,,https://arxiv.org/abs/2011.09849,,,,
07459,BlockFLow: An Accountable and Privacy-Preserving Solution for Federated Learning,arXiv,2020,,,,https://arxiv.org/abs/2007.03856,,,,
07460,BlockFLA: Accountable Federated Learning via Hybrid Blockchain Architecture,arXiv,2020,,,,https://arxiv.org/abs/2010.07427,,,,
07461,Blockchain-Federated-Learning and Deep Learning Models for COVID-19 Detection Using CT Imaging,IEEE Sensors Journal,2021,https://ieeexplore.ieee.org/document/9420107,https://doi.org/10.1109/jsen.2021.3076767,,https://arxiv.org/abs/2007.06537,,,,
07462,Blockchain-based Federated Learning for Device Failure Detection in Industrial IoT,arXiv,2020,,,,https://arxiv.org/abs/2009.02643,,,,
07463,Blockchain Assisted Decentralized Federated Learning (BLADE-FL) with Lazy Clients,arXiv,2020,,,,https://arxiv.org/abs/2012.02044,,,,
07464,Blind Federated Learning at the Wireless Edge with Low-Resolution ADC and DAC,arXiv,2021,,,,https://arxiv.org/abs/2010.00350,,,,
07466,Bidirectional compression in heterogeneous settings for distributed or federated learning with partial participation: tight convergence guarantees,arXiv,2022,,,,https://arxiv.org/abs/2006.14591,,,,
07468,Bayesian Federated Learning over Wireless Networks,arXiv,2020,,,,https://arxiv.org/abs/2012.15486,,,,
07469,Bandit-based Communication-Efficient Client Selection Strategies for Federated Learning,arXiv,2020,,,,https://arxiv.org/abs/2012.08009,,,,
07470,BaFFLe: Backdoor detection via Feedback-based Federated Learning,arXiv,2021,,,,https://arxiv.org/abs/2011.02167,,,,
07471,Backdoor Attacks on Federated Meta-Learning,arXiv,2020,,,,https://arxiv.org/abs/2006.07026,,,,
07475,Attacks to Federated Learning: Responsive Web User Interface to Recover Training Data from User Gradients,arXiv,2020,,,,https://arxiv.org/abs/2006.04695,,,,
07476,"Attack of the Tails: Yes, You Really Can Backdoor Federated Learning",arXiv,2020,,,,https://arxiv.org/abs/2007.05084,,,,
07477,Asynchronous Federated Learning with Reduced Number of Rounds and with Differential Privacy from Less Aggregated Gaussian Noise,arXiv,2020,,,,https://arxiv.org/abs/2007.09208,,,,
07482,Optimal User-Edge Assignment in Hierarchical Federated Learning Based on Statistical Properties and Network Topology Constraints,IEEE Transactions on Network Science and Engineering,2022,https://ieeexplore.ieee.org/document/9337204,https://doi.org/10.1109/tnse.2021.3053588,,https://arxiv.org/abs/2012.05622,,,,
07483,An Incentive Mechanism for Federated Learning in Wireless Cellular network: An Auction Approach,arXiv,2020,,,,https://arxiv.org/abs/2009.10269,,,,
07484,An Exploratory Analysis on Users' Contributions in Federated Learning,"2020 Second IEEE International Conference on Trust, Privacy and Security in Intelligent Systems and Applications (TPS-ISA)",2020,https://ieeexplore.ieee.org/document/9325392,https://doi.org/10.1109/tps-isa50397.2020.00014,,https://arxiv.org/abs/2011.06830,,,,
07487,Age-Optimal Power Allocation in Industrial IoT: A Risk-Sensitive Federated Learning Approach,arXiv,2021,,,,https://arxiv.org/abs/2012.06860,,,,
07488,Adversarial Robustness through Bias Variance Decomposition: A New Perspective for Federated Learning,arXiv,2022,,,,https://arxiv.org/abs/2009.09026,,,,
07489,Advancements of federated learning towards privacy preservation: from federated learning to split learning,arXiv,2020,,,,https://arxiv.org/abs/2011.14818,,,,
07490,Adaptive Federated Learning and Digital Twin for Industrial Internet of Things,arXiv,2020,,,,https://arxiv.org/abs/2010.13058,,,,
07491,Adaptive Federated Dropout: Improving Communication Efficiency and Generalization for Federated Learning,arXiv,2020,,,,https://arxiv.org/abs/2011.04050,,,,
07493,"Achieving Security and Privacy in Federated Learning Systems: Survey, Research Challenges and Future Directions",arXiv,2020,,,,https://arxiv.org/abs/2012.06810,,,,
07494,Accurate and Fast Federated Learning via IID and Communication-Aware Grouping,arXiv,2020,,,,https://arxiv.org/abs/2012.04857,,,,
07495,Accurate and Fast Federated Learning via Combinatorial Multi-Armed Bandits,arXiv,2020,,,,https://arxiv.org/abs/2012.03270,,,,
07496,Accelerating Federated Learning in Heterogeneous Data and Computational Environments,arXiv,2020,,,,https://arxiv.org/abs/2008.11281,,,,
07498,A Vertical Federated Learning Method for Interpretable Scorecard and Its Application in Credit Scoring,arXiv,2020,,,,https://arxiv.org/abs/2009.06218,,,,
07499,A VCG-based Fair Incentive Mechanism for Federated Learning,arXiv,2024,,,,https://arxiv.org/abs/2008.06680,,,,
07501,A Unified Linear Speedup Analysis of Federated Averaging and Nesterov FedAvg,arXiv,2023,,,,https://arxiv.org/abs/2007.05690,,,,
07502,A Systematic Literature Review on Federated Machine Learning,ACM Computing Surveys,2022,,https://doi.org/10.1145/3450288,,https://arxiv.org/abs/2007.11354,,,,
07503,A Systematic Literature Review on Federated Learning: From A Model Quality Perspective,arXiv,2020,,,,https://arxiv.org/abs/2012.01973,,,,
07504,A Reputation Mechanism Is All You Need: Collaborative Fairness and Adversarial Robustness in Federated Learning,arXiv,2021,,,,https://arxiv.org/abs/2011.10464,,,,
07505,A Principled Approach to Data Valuation for Federated Learning,arXiv,2020,,,,https://arxiv.org/abs/2009.06192,,,,
07506,A Novel Privacy-Preserved Recommender System Framework Based On Federated Learning,2021 The 4th International Conference on Software Engineering and Information Management,2021,,https://doi.org/10.1145/3451471.3451485,,https://arxiv.org/abs/2011.05614,,,,
07512,A Federated Multi-View Deep Learning Framework for Privacy-Preserving Recommendations,arXiv,2020,,,,https://arxiv.org/abs/2008.10808,,,,
07513,A Federated Learning Approach to Anomaly Detection in Smart Buildings,arXiv,2021,,,,https://arxiv.org/abs/2010.10293,,,,
07514,A Federated F-score Based Ensemble Model for Automatic Rule Extraction,arXiv,2020,,,,https://arxiv.org/abs/2007.03533,,,,
07519,2CP: Decentralized Protocols to Transparently Evaluate Contributivity in Blockchain Federated Learning Environments,arXiv,2020,,,,https://arxiv.org/abs/2011.07516,,,,
07523,Wireless Federated Distillation for Distributed Edge Learning with Heterogeneous Data,arXiv,2019,,,,https://arxiv.org/abs/1907.02745,,,,
07525,Variational Federated Multi-Task Learning,arXiv,2021,,,,https://arxiv.org/abs/1906.06268,,,,
07526,Towards Federated Learning at Scale: System Design,arXiv,2019,,,,https://arxiv.org/abs/1902.01046,,,,
07527,Towards Effective Device-Aware Federated Learning,arXiv,2019,,,,https://arxiv.org/abs/1908.07420,,,,
07528,Towards Deep Federated Defenses Against Malware in Cloud Ecosystems,arXiv,2019,,,,https://arxiv.org/abs/1912.12370,,,,
07529,Toward an Automated Auction Framework for Wireless Federated Learning Services Market,arXiv,2020,,,,https://arxiv.org/abs/1912.06370,,,,
07537,Stochastic Channel-Based Federated Learning for Medical Data Privacy Preserving,arXiv,2019,,,,https://arxiv.org/abs/1910.11160,,,,
07544,Secure Federated Submodel Learning,arXiv,2019,,,,https://arxiv.org/abs/1911.02254,,,,
07545,Secure Federated Matrix Factorization,IEEE Intelligent Systems,2021,https://ieeexplore.ieee.org/document/9162459,https://doi.org/10.1109/mis.2020.3014880,,https://arxiv.org/abs/1906.05108,,,,
07547,Scheduling Policies for Federated Learning in Wireless Networks,arXiv,2019,,,,https://arxiv.org/abs/1908.06287,,,,
07549,Robust Federated Learning with Noisy Communication,arXiv,2019,,,,https://arxiv.org/abs/1911.00251,,,,
07550,Robust Federated Learning Through Representation Matching and Adaptive Hyper-parameters,arXiv,2019,,,,https://arxiv.org/abs/1912.13075,,,,
07551,Robust Federated Learning in a Heterogeneous Environment,arXiv,2019,,,,https://arxiv.org/abs/1906.06629,,,,
07552,Robust and Communication-Efficient Federated Learning from Non-IID Data,arXiv,2019,,,,https://arxiv.org/abs/1903.02891,,,,
07553,Robust Aggregation for Federated Learning,IEEE Transactions on Signal Processing,2022,https://ieeexplore.ieee.org/document/9721118,https://doi.org/10.1109/tsp.2022.3153135,,https://arxiv.org/abs/1912.13445,,,,
07555,Resource Allocation in Mobility-Aware Federated Learning Networks: A Deep Reinforcement Learning Approach,arXiv,2019,,,,https://arxiv.org/abs/1910.09172,,,,
07556,Representation of Federated Learning via Worst-Case Robust Optimization Theory,arXiv,2019,,,,https://arxiv.org/abs/1912.05571,,,,
07557,Reliable Federated Learning for Mobile Networks,arXiv,2019,,,,https://arxiv.org/abs/1910.06837,,,,
07560,Real-World Image Datasets for Federated Learning,arXiv,2021,,,,https://arxiv.org/abs/1910.11089,,,,
07563,Quantification of the Leakage in Federated Learning,arXiv,2020,,,,https://arxiv.org/abs/1910.05467,,,,
07566,Private Federated Learning with Domain Adaptation,arXiv,2019,,,,https://arxiv.org/abs/1912.06733,,,,
07567,Privacy-preserving Federated Brain Tumour Segmentation,arXiv,2019,,,,https://arxiv.org/abs/1910.00962,,,,
07568,Privacy-preserving Federated Bayesian Learning of a Generative Model for Imbalanced Classification of Clinical Data,arXiv,2020,,,,https://arxiv.org/abs/1910.08489,,,,
07570,Privacy-Preserving Blockchain-Based Federated Learning for IoT Devices,arXiv,2021,,,,https://arxiv.org/abs/1906.10893,,,,
07571,Privacy-Preserving Blockchain Based Federated Learning with Differential Data Sharing,arXiv,2019,,,,https://arxiv.org/abs/1912.04859,,,,
07572,Privacy Preserving Stochastic Channel-Based Federated Learning with Neural Network Pruning,arXiv,2019,,,,https://arxiv.org/abs/1910.02115,,,,
07578,Parallel Distributed Logistic Regression for Vertical Federated Learning without Third-Party Coordinator,arXiv,2019,,,,https://arxiv.org/abs/1911.09824,,,,
07579,Overcoming Forgetting in Federated Learning on Non-IID Data,arXiv,2019,,,,https://arxiv.org/abs/1910.07796,,,,
07584,One-Shot Federated Learning: Theoretical Limits and Algorithms to Achieve Them,arXiv,2019,,,,https://arxiv.org/abs/1905.04634,,,,
07585,One-Shot Federated Learning,arXiv,2019,,,,https://arxiv.org/abs/1902.11175,,,,
07586,On the Convergence of Local Descent Methods in Federated Learning,arXiv,2019,,,,https://arxiv.org/abs/1910.14425,,,,
07588,On Safeguarding Privacy and Security in the Framework of Federated Learning,arXiv,2020,,,,https://arxiv.org/abs/1909.06512,,,,
07592,Motivating Workers in Federated Learning: A Stackelberg Game Perspective,arXiv,2019,,,,https://arxiv.org/abs/1908.03092,,,,
07594,Measuring the Effects of Non-Identical Data Distribution for Federated Visual Classification,arXiv,2019,,,,https://arxiv.org/abs/1909.06335,,,,
07595,Measure Contribution of Participants in Federated Learning,arXiv,2019,,,,https://arxiv.org/abs/1909.08525,,,,
07597,L-FGADMM: Layer-Wise Federated Group ADMM for Communication Efficient Decentralized Deep Learning,arXiv,2020,,,,https://arxiv.org/abs/1911.03654,,,,
07598,Interpret Federated Learning with Shapley Values,arXiv,2019,,,,https://arxiv.org/abs/1905.04519,,,,
07599,Information-Theoretic Perspective of Federated Learning,arXiv,2019,,,,https://arxiv.org/abs/1911.07652,,,,
07600,Incentive Design for Efficient Federated Learning in Mobile Networks: A Contract Theory Approach,arXiv,2019,,,,https://arxiv.org/abs/1905.07479,,,,
07601,Improving Federated Learning Personalization via Model Agnostic Meta Learning,arXiv,2023,,,,https://arxiv.org/abs/1909.12488,,,,
07602,Hyper-Sphere Quantization: Communication-Efficient SGD for Federated Learning,arXiv,2019,,,,https://arxiv.org/abs/1911.04655,,,,
07607,High Dimensional Restrictive Federated Model Selection with multi-objective Bayesian Optimization over shifted distributions,arXiv,2019,,,,https://arxiv.org/abs/1902.08999,,,,
07608,Hierarchical Federated Learning Across Heterogeneous Cellular Networks,arXiv,2019,,,,https://arxiv.org/abs/1909.02362,,,,
07609,HHHFL: Hierarchical Heterogeneous Horizontal Federated Learning for Electroencephalography,arXiv,2020,,,,https://arxiv.org/abs/1909.05784,,,,
07615,Free-riders in Federated Learning: Attacks and Defenses,arXiv,2019,,,,https://arxiv.org/abs/1911.12560,,,,
07620,FedMD: Heterogenous Federated Learning via Model Distillation,arXiv,2019,,,,https://arxiv.org/abs/1910.03581,,,,
07621,FedHealth: A Federated Transfer Learning Framework for Wearable Healthcare,arXiv,2021,,,,https://arxiv.org/abs/1907.09173,,,,
07622,Federated User Representation Learning,arXiv,2019,,,,https://arxiv.org/abs/1909.12535,,,,
07623,Federated Uncertainty-Aware Learning for Distributed Hospital EHR Data,arXiv,2019,,,,https://arxiv.org/abs/1910.12191,,,,
07624,Federated Neuromorphic Learning of Spiking Neural Networks for Low-Power Edge Intelligence,arXiv,2019,,,,https://arxiv.org/abs/1910.09594,,,,
07625,Federated Machine Learning: Concept and Applications,arXiv,2019,,,,https://arxiv.org/abs/1902.04885,,,,
07626,"Federated Learning: Challenges, Methods, and Future Directions",https://doi.org/IEEE Signal Processing Magazine,2020,https://ieeexplore.ieee.org/document/9084352,https://doi.org/10.1109/msp.2020.2975749,,https://arxiv.org/abs/1908.07873,,,,
07627,Federated Learning with Unbiased Gradient Aggregation and Controllable Meta Updating,arXiv,2020,,,,https://arxiv.org/abs/1910.08234,,,,
07628,Federated learning with multichannel ALOHA,arXiv,2019,,,,https://arxiv.org/abs/1912.06273,,,,
07629,Federated Learning with Differential Privacy: Algorithms and Performance Analysis,arXiv,2019,,,,https://arxiv.org/abs/1911.00222,,,,
07630,Federated Learning With Cooperating Devices: A Consensus Approach for Massive IoT Networks,IEEE Internet of Things Journal,2020,https://ieeexplore.ieee.org/document/8950073,https://doi.org/10.1109/jiot.2020.2964162,,https://arxiv.org/abs/1912.13163,,,,
07631,Federated Learning with Bayesian Differential Privacy,2019 IEEE International Conference on Big Data (Big Data),2019,https://ieeexplore.ieee.org/document/9005465,https://doi.org/10.1109/bigdata47090.2019.9005465,,https://arxiv.org/abs/1911.10071,,,,
07632,Federated Learning with Autotuned Communication-Efficient Secure Aggregation,arXiv,2019,,,,https://arxiv.org/abs/1912.00131,,,,
07633,Federated Learning with Additional Mechanisms on Clients to Reduce Communication Costs,arXiv,2019,,,,https://arxiv.org/abs/1908.05891,,,,
07634,Federated Learning Over Wireless Networks: Convergence Analysis and Resource Allocation,IEEE/ACM Transactions on Networking,2021,https://ieeexplore.ieee.org/document/9261995,https://doi.org/10.1109/tnet.2020.3035770,,https://arxiv.org/abs/1910.13067,,,,
07635,Federated Learning over Wireless Fading Channels,arXiv,2020,,,,https://arxiv.org/abs/1907.09769,,,,
07636,Federated Learning Of Out-Of-Vocabulary Words,arXiv,2019,,,,https://arxiv.org/abs/1903.10635,,,,
07637,Federated Learning of N-gram Language Models,arXiv,2019,,,,https://arxiv.org/abs/1910.03432,,,,
07638,Federated Learning in Mobile Edge Networks: A Comprehensive Survey,arXiv,2020,,,,https://arxiv.org/abs/1909.11875,,,,
07639,"Federated Learning for Wireless Communications: Motivation, Opportunities and Challenges",arXiv,2020,,,,https://arxiv.org/abs/1908.06847,,,,
07640,Federated Learning for Ranking Browser History Suggestions,arXiv,2019,,,,https://arxiv.org/abs/1911.11807,,,,
07641,Federated Learning for Healthcare Informatics,arXiv,2020,,,,https://arxiv.org/abs/1911.06270,,,,
07642,Federated Learning for Emoji Prediction in a Mobile Keyboard,arXiv,2019,,,,https://arxiv.org/abs/1906.04329,,,,
07643,Federated Learning for Edge Networks: Resource Optimization and Incentive Mechanism,arXiv,2020,,,,https://arxiv.org/abs/1911.05642,,,,
07644,Federated Learning for Coalition Operations,arXiv,2019,,,,https://arxiv.org/abs/1910.06799,,,,
07645,Federated Generative Privacy,arXiv,2019,,,,https://arxiv.org/abs/1910.08385,,,,
07646,Federated Evaluation of On-device Personalization,arXiv,2019,,,,https://arxiv.org/abs/1910.10252,,,,
07647,Federated Collaborative Filtering for Privacy-Preserving Personalized Recommendation System,arXiv,2019,,,,https://arxiv.org/abs/1901.09888,,,,
07648,Federated and Differentially Private Learning for Electronic Health Records,arXiv,2019,,,,https://arxiv.org/abs/1911.05861,,,,
07649,Federated AI lets a team imagine together: Federated Learning of GANs,arXiv,2019,,,,https://arxiv.org/abs/1906.03595,,,,
07650,Fast Uplink Grant for NOMA: a Federated Learning based Approach,arXiv,2019,,,,https://arxiv.org/abs/1904.07975,,,,
07652,Fair Resource Allocation in Federated Learning,arXiv,2020,,,,https://arxiv.org/abs/1905.10497,,,,
07655,Enhancing the Privacy of Federated Learning with Sketching,arXiv,2019,,,,https://arxiv.org/abs/1911.01812,,,,
07656,Energy-Aware Analog Aggregation for Federated Learning with Redundant Data,arXiv,2019,,,,https://arxiv.org/abs/1911.00188,,,,
07657,Energy Efficient Federated Learning Over Wireless Communication Networks,arXiv,2020,,,,https://arxiv.org/abs/1911.02417,,,,
07658,Energy Demand Prediction with Federated Learning for Electric Vehicle Networks,arXiv,2019,,,,https://arxiv.org/abs/1909.00907,,,,
07660,Eavesdrop the Composition Proportion of Training Labels in Federated Learning,arXiv,2019,,,,https://arxiv.org/abs/1910.06044,,,,
07670,Differentially Private Federated Variational Inference,arXiv,2019,,,,https://arxiv.org/abs/1911.10563,,,,
07671,Differential Privacy-enabled Federated Learning for Sensitive Health Data,arXiv,2020,,,,https://arxiv.org/abs/1910.02578,,,,
07672,Device Scheduling with Fast Convergence for Wireless Federated Learning,arXiv,2019,,,,https://arxiv.org/abs/1911.00856,,,,
07673,Detailed comparison of communication efficiency of split learning and federated learning,arXiv,2019,,,,https://arxiv.org/abs/1909.09145,,,,
07677,Decentralized Federated Learning: A Segmented Gossip Approach,arXiv,2019,,,,https://arxiv.org/abs/1908.07782,,,,
07684,Communication-Efficient Federated Deep Learning With Layerwise Asynchronous Model Update and Temporally Weighted Aggregation,IEEE Transactions on Neural Networks and Learning Systems,2020,https://ieeexplore.ieee.org/document/8945292,https://doi.org/10.1109/tnnls.2019.2953131,,https://arxiv.org/abs/1903.07424,,,,
07686,Coded Federated Computing in Wireless Networks with Straggling Devices and Imperfect CSI,arXiv,2019,,,,https://arxiv.org/abs/1901.05239,,,,
07687,Clustered Federated Learning: Model-Agnostic Distributed Multi-Task Optimization under Privacy Constraints,arXiv,2019,,,,https://arxiv.org/abs/1910.01991,,,,
07688,Client-Edge-Cloud Hierarchical Federated Learning,arXiv,2019,,,,https://arxiv.org/abs/1905.06641,,,,
07689,Central Server Free Federated Learning over Single-sided Trust Social Networks,arXiv,2020,,,,https://arxiv.org/abs/1910.04956,,,,
07690,Cell-Free Massive MIMO for Wireless Federated Learning,arXiv,2020,,,,https://arxiv.org/abs/1909.12567,,,,
07691,Can You Really Backdoor Federated Learning?,arXiv,2019,,,,https://arxiv.org/abs/1911.07963,,,,
07692,Byzantine-Robust Federated Machine Learning through Adaptive Model Averaging,arXiv,2019,,,,https://arxiv.org/abs/1909.05125,,,,
07695,BrainTorrent: A Peer-to-Peer Environment for Decentralized Federated Learning,arXiv,2019,,,,https://arxiv.org/abs/1905.06731,,,,
07698,Bayesian Nonparametric Federated Learning of Neural Networks,Proceedings of the 36th International Conference on Machine Learning,2019,https://proceedings.mlr.press/v97/yurochkin19a.html,,,https://arxiv.org/abs/1905.12022,,,,
07699,BAFFLE : Blockchain Based Aggregator Free Federated Learning,arXiv,2020,,,,https://arxiv.org/abs/1909.07452,,,,
07701,Attack-Resistant Federated Learning with Residual-based Reweighting,arXiv,2021,,,,https://arxiv.org/abs/1912.11464,,,,
07702,Asynchronous Online Federated Learning for Edge Devices with Non-IID Data,arXiv,2020,,,,https://arxiv.org/abs/1911.02134,,,,
07703,Asynchronous Federated Optimization,arXiv,2020,,,,https://arxiv.org/abs/1903.03934,,,,
07704,Astraea: Self-Balancing Federated Learning for Improving Classification Accuracy of Mobile Deep Learning Applications,2019 IEEE 37th International Conference on Computer Design (ICCD),2019,https://ieeexplore.ieee.org/document/8988732,https://doi.org/10.1109/iccd46524.2019.00038,,https://arxiv.org/abs/1907.01132,,,,
07708,An End-to-End Encrypted Neural Network for Gradient Updates Transmission in Federated Learning,arXiv,2019,,,,https://arxiv.org/abs/1908.08340,,,,
07710,Age-Based Scheduling Policy for Federated Learning in Mobile Edge Networks,arXiv,2019,,,,https://arxiv.org/abs/1910.14648,,,,
07711,Advances and Open Problems in Federated Learning,arXiv,2021,,,,https://arxiv.org/abs/1912.04977,,,,
07714,Active Federated Learning,arXiv,2019,,,,https://arxiv.org/abs/1909.12641,,,,
07715,Abnormal Client Behavior Detection in Federated Learning,arXiv,2019,,,,https://arxiv.org/abs/1910.09933,,,,
07716,"A Survey on Federated Learning Systems: Vision, Hype and Reality for Data Privacy and Protection",IEEE Transactions on Knowledge and Data Engineering,2023,https://ieeexplore.ieee.org/document/9599369,https://doi.org/10.1109/tkde.2021.3124599,,https://arxiv.org/abs/1907.09693,,,,
07721,A Quasi-Newton Method Based Vertical Federated Learning Framework for Logistic Regression,arXiv,2019,,,,https://arxiv.org/abs/1912.00513,,,,
07723,A Joint Learning and Communications Framework for Federated Learning over Wireless Networks,arXiv,2022,,,,https://arxiv.org/abs/1909.07972,,,,
07725,A Federated Learning Approach for Mobile Packet Classification,arXiv,2019,,,,https://arxiv.org/abs/1907.13113,,,,
07726,A Federated Filtering Framework for Internet of Medical Things,ICC 2019 - 2019 IEEE International Conference on Communications (ICC),2019,https://ieeexplore.ieee.org/document/8761381,https://doi.org/10.1109/icc.2019.8761381,,https://arxiv.org/abs/1905.01138,,,,
07727,A Crowdsourcing Framework for On-Device Federated Learning,IEEE Transactions on Wireless Communications,2020,https://ieeexplore.ieee.org/document/8995775,https://doi.org/10.1109/twc.2020.2971981,,https://arxiv.org/abs/1911.01046,,,,
07730,A blockchain-orchestrated Federated Learning architecture for healthcare consortia,arXiv,2019,,,,https://arxiv.org/abs/1910.12603,,,,
07742,Protection Against Reconstruction and Its Applications in Private Federated Learning,arXiv,2019,,,,https://arxiv.org/abs/1812.00984v2,,,,
07745,Partitioned Variational Inference: A unified framework encompassing federated and continual learning,arXiv,2018,,,,https://arxiv.org/abs/1811.11206v1,,,,
07751,Multi-objective Evolutionary Federated Learning,arXiv,2019,,,,https://arxiv.org/abs/1812.07478,,,,
07753,Mitigating Sybils in Federated Learning Poisoning,arXiv,2020,,,,https://arxiv.org/abs/1808.04866v5,,,,
07757,Learning Rate Adaptation for Federated and Differentially Private Learning,arXiv,2019,,,,https://arxiv.org/abs/1809.03832v3,,,,
07759,Joint Service Pricing and Cooperative Relay Communication for Federated Learning,arXiv,2018,,,,https://arxiv.org/abs/1811.12082v1,,,,
07760,"In-Edge AI: Intelligentizing Mobile Edge Computing, Caching and Communication by Federated Learning",IEEE Network,2019,https://ieeexplore.ieee.org/document/8770530,https://doi.org/10.1109/mnet.2019.1800286,,https://arxiv.org/abs/1809.07857,,,,
07764,Gradient-Leaks: Understanding and Controlling Deanonymization in Federated Learning,arXiv,2020,,,,https://arxiv.org/abs/1805.05838v3,,,,
07765,Functional Federated Learning in Erlang (ffl-erl),Lecture Notes in Computer Science,2019,,https://doi.org/10.1007/978-3-030-16202-3_10,,https://arxiv.org/abs/1808.08143,,,,
07767,Federated Optimization in Heterogeneous Networks,arXiv,2020,,,,https://arxiv.org/abs/1812.06127,,,,
07768,Federated Learning with Non-IID Data,arXiv,2022,,,,https://arxiv.org/abs/1806.00582v2,,,,
07769,Federated Learning via Over-the-Air Computation,arXiv,2019,,,,https://arxiv.org/abs/1812.11750,,,,
07770,Federated Learning in Distributed Medical Databases: Meta-Analysis of Large-Scale Subcortical Brain Data,arXiv,2025,,,,https://arxiv.org/abs/1810.08553v4,,,,
07771,Federated Learning for Ultra-Reliable Low-Latency V2V Communications,arXiv,2018,,,,https://arxiv.org/abs/1805.09253v1,,,,
07772,Federated Learning for Mobile Keyboard Prediction,arXiv,2019,,,,https://arxiv.org/abs/1811.03604v2,,,,
07773,Federated Learning for Keyword Spotting,arXiv,2019,,,,https://arxiv.org/abs/1810.05512v4,,,,
07774,Federated Echo State Learning for Minimizing Breaks in Presence in Wireless Virtual Reality Networks,arXiv,2019,,,,https://arxiv.org/abs/1812.01202,,,,
